-1;1;-7.5
-0.979798;0.855484;-6.8141
-0.959596;0.724405;-6.1695
-0.939394;0.605943;-5.5647
-0.919192;0.49931;-4.9982
-0.89899;0.403748;-4.46853
-0.878788;0.318526;-3.97424
-0.858586;0.242943;-3.51394
-0.838384;0.176329;-3.08623
-0.818182;0.118037;-2.68974
-0.79798;0.0674511;-2.32315
-0.777778;0.0239801;-1.98514
-0.757576;-0.0129404;-1.67443
-0.737374;-0.0438491;-1.38977
-0.717172;-0.0692597;-1.12992
-0.69697;-0.0896613;-0.893679
-0.676768;-0.105519;-0.679871
-0.656566;-0.117274;-0.487344
-0.636364;-0.125345;-0.314972
-0.616162;-0.130129;-0.161655
-0.59596;-0.131998;-0.0263212
-0.575758;-0.131306;0.0920765
-0.555556;-0.128385;0.194559
-0.535354;-0.123546;0.28212
-0.515152;-0.11708;0.355727
-0.494949;-0.10926;0.416323
-0.474747;-0.10034;0.464824
-0.454545;-0.0905552;0.502117
-0.434343;-0.0801225;0.529067
-0.414141;-0.0692427;0.546511
-0.393939;-0.0580998;0.555258
-0.373737;-0.0468613;0.556094
-0.353535;-0.0356795;0.549776
-0.333333;-0.0246914;0.537037
-0.313131;-0.0140195;0.518582
-0.292929;-0.00377247;0.49509
-0.272727;0.00595464;0.467215
-0.252525;0.0150796;0.435584
-0.232323;0.0235328;0.400798
-0.212121;0.0312561;0.36343
-0.191919;0.0382031;0.32403
-0.171717;0.0443381;0.283119
-0.151515;0.0496355;0.241194
-0.131313;0.0540796;0.198723
-0.111111;0.057664;0.15615
-0.0909091;0.0603908;0.113892
-0.0707071;0.0622705;0.0723411
-0.0505051;0.0633209;0.0318605
-0.030303;0.0635672;-0.00721085
-0.010101;0.0630411;-0.0445609
0.010101;0.0617803;-0.0799036
0.030303;0.059828;-0.112979
0.0505051;0.0572324;-0.143554
0.0707071;0.0540461;-0.171422
0.0909091;0.0503257;-0.196401
0.111111;0.0461312;-0.218336
0.131313;0.0415254;-0.237099
0.151515;0.0365735;-0.252587
0.171717;0.0313424;-0.264725
0.191919;0.0259004;-0.273463
0.212121;0.0203165;-0.278777
0.232323;0.0146598;-0.28067
0.252525;0.00899914;-0.27917
0.272727;0.00340265;-0.274332
0.292929;-0.00206307;-0.266239
0.313131;-0.00733328;-0.254997
0.333333;-0.0123457;-0.240741
0.353535;-0.0170409;-0.22363
0.373737;-0.0213632;-0.20385
0.393939;-0.0252608;-0.181615
0.414141;-0.0286863;-0.157162
0.434343;-0.0315976;-0.130757
0.454545;-0.0339582;-0.102691
0.474747;-0.0357377;-0.0732816
0.494949;-0.0369123;-0.0428721
0.515152;-0.0374656;-0.0118326
0.535354;-0.0373888;0.0194409
0.555556;-0.0366814;0.0505258
0.575758;-0.0353517;0.0809738
0.59596;-0.0334172;0.11031
0.616162;-0.0309055;0.138033
0.636364;-0.0278545;0.163616
0.656566;-0.0243129;0.186505
0.676768;-0.020341;0.206121
0.69697;-0.016011;0.221857
0.717172;-0.0114075;0.233081
0.737374;-0.00662835;0.239135
0.757576;-0.00178488;0.239334
0.777778;0.00299751;0.232968
0.79798;0.00757878;0.219298
0.818182;0.0118037;0.197562
0.838384;0.0155014;0.166969
0.858586;0.0184848;0.126705
0.878788;0.02055;0.0759271
0.89899;0.0214759;0.0137665
0.919192;0.0210236;-0.060671
0.939394;0.0189357;-0.148306
0.959596;0.0149362;-0.250086
0.979798;0.00872943;-0.366984
1;-1.66533e-16;-0.5
